"companyId","companyName","companyUrl","@context","@type","name","image","telephone","address.@type","address.streetAddress","address.addressLocality","address.addressRegion","address.postalCode","address.addressCountry","geo.@type","geo.latitude","geo.longitude","description","logo","sameAs","url"
"26106","Austrian Consulate for Colorado & Wyoming","https://www.usaustrians.com/austrian-companies-in-usa/26106/austrian-consulate-for-colorado-wyoming","http://schema.org","LocalBusiness","Austrian Consulate for Colorado & Wyoming","","3033964538","PostalAddress","100 Filmore 5th floor","Denver",,"80206","US","GeoCoordinates","39.7185213","-104.9531301",,,"[""https://www.facebook.com/groups/478365058979189""]","https://www.usaustrians.com/austrian-companies-in-usa/26106/austrian-consulate-for-colorado-wyoming"
"3706","Austrian Cultural Forum of Washington","https://www.usaustrians.com/austrian-companies-in-usa/3706/austrian-cultural-forum-of-washington","http://schema.org","LocalBusiness","Austrian Cultural Forum of Washington","","202-895-6714","PostalAddress","3524 International Court","Washington","DC","20008","US","GeoCoordinates","38.9442216","-77.0687898","The Austrian Cultural Forum Washington was created with the objective of serving as a focus of cultural exchange between Austrians/Europeans and Americans. It is an agency of the Austrian Ministry for Europe, Integration and Foreign Affairs and is integrated into the Austrian Embassy in Washington, D.C","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_3706.gif","[""https://www.facebook.com/acfdc"",""https://www.instagram.com/acfwashington/"",""https://twitter.com/acfwashington""]","https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3706/austrian-cultural-forum-of-washington"
"5780","Austrian Cultural Roundtable","https://www.usaustrians.com/austrian-companies-in-usa/5780/austrian-cultural-roundtable","http://schema.org","LocalBusiness","Austrian Cultural Roundtable","","773-721-7165","PostalAddress","7352 South Coles Ave","Chicago","IL","60649","US","GeoCoordinates","41.7618760","-87.5611710",,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/5780/austrian-cultural-roundtable"
"3708","Austrian Donau Club of New Britain","https://www.usaustrians.com/austrian-companies-in-usa/3708/austrian-donau-club-of-new-britain","http://schema.org","LocalBusiness","Austrian Donau Club of New Britain","","860-223-9401","PostalAddress","545 Arch Street","New Britain","CT","06051","US","GeoCoordinates","41.6581620","-72.7840780","The history of the Austrian Donau Club is inextricably linked with the history of the city of New Britain.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_3708.jpg",,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3708/austrian-donau-club-of-new-britain"
"3812","Austrian Mission to the United Nations","https://www.usaustrians.com/austrian-companies-in-usa/3812/austrian-mission-to-the-united-nations","http://schema.org","LocalBusiness","Austrian Mission to the United Nations","","917-542-8400","PostalAddress","600 Third Avenue, 31st Floor","New York","NY","10016","US","GeoCoordinates","40.7493064","-73.975862",,"https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_3812.jpg","[""https://twitter.com/AustriaUN""]","https://www.usaustrians.com/austrian-companies-in-usa/3812/austrian-mission-to-the-united-nations"
"3710","Austrian Mixed Chorus","https://www.usaustrians.com/austrian-companies-in-usa/3710/austrian-mixed-chorus","http://schema.org","LocalBusiness","Austrian Mixed Chorus","","847 410 7895","PostalAddress","8021 N Knox Ave “C”","Skokie","IL","60076","US","GeoCoordinates","41.9035744","-88.2128998","The AUSTRIAN MIXED CHORUS OF CHICAGO (ÖSTERREICHISCHER GEMISCHTER CHOR)is an organization dedicated to keeping Austrian songs and music alive ",,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3710/austrian-mixed-chorus"
"6079","Austrian National Bank","https://www.usaustrians.com/austrian-companies-in-usa/6079/austrian-national-bank","http://schema.org","LocalBusiness","Austrian National Bank","","212-888-2334","PostalAddress","450 Park Avenue, Ste 1202","New York","NY","10022","US","GeoCoordinates","40.7614976","-73.9710052","The Oesterreichische Nationalbank (OeNB) is the central bank of the Republic of Austria.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_6079.png",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/6079/austrian-national-bank"
"3859","Austrian Press & Information Service, Washington D.C.","https://www.usaustrians.com/austrian-companies-in-usa/3859/austrian-press-information-service-washington-dc","http://schema.org","LocalBusiness","Austrian Press & Information Service, Washington D.C.","","202-895-6766","PostalAddress","3524 International Court, NW","Washington","DC","20008","US","GeoCoordinates","38.9453000","-77.0686630","Articles on Transatlantic Relations, Views on the Austro-American partnership; Austria in the US, and Americans in Austria.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_3859.png","[""https://www.facebook.com/austrianembassy"",""https://www.instagram.com/austriainusa/"",""https://www.pinterest.com/austriainusa/"",""https://twitter.com/AustriainUSA""]","https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3859/austrian-press-information-service-washington-dc"
"6077","Austrian Tourist Office","https://www.usaustrians.com/austrian-companies-in-usa/6077/austrian-tourist-office","http://schema.org","LocalBusiness","Austrian Tourist Office","https://www.usaustrians.com/assets/dynamic_image/sbs/photo_2225_57027.jpg","212-575-7723","PostalAddress","","New York","NY","10006","US","GeoCoordinates","40.709329","-74.0131196","The official travel portal for Austria. Find out information about traveling to Austria, find out facts and figures and meets its people and their customs.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_6077.jpg","[""https://www.facebook.com/austriatravelinfo"",""https://www.instagram.com/visitaustria/"",""https://www.pinterest.com/austriatravel/"",""https://twitter.com/austriatravel"",""https://www.youtube.com/user/austria""]","https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/6077/austrian-tourist-office"
"5781","Austrian-American Council, Minnesota Chapter  Prof.Gary Cohen Center for Austrian Studies","https://www.usaustrians.com/austrian-companies-in-usa/5781/austrianamerican-council-minnesota-chapter-profgary-cohen-center-for-austrian-studies","http://schema.org","LocalBusiness","Austrian-American Council, Minnesota Chapter  Prof.Gary Cohen Center for Austrian Studies","","612-624-9811","PostalAddress","University of Minnesota, 314 Social Sciences Bldg. 267 19th Avenue, South","Minneapolis","MN","55455","US","GeoCoordinates","44.9714907","-93.2427183","The University of Minnesota faculty, one of the nation's most distinguished, is a unique resource for the Center for Austrian Studies.",,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/5781/austrianamerican-council-minnesota-chapter-profgary-cohen-center-for-austrian-studies"
"5782","Austrian-American Council, New Hampshire","https://www.usaustrians.com/austrian-companies-in-usa/5782/austrianamerican-council-new-hampshire","http://schema.org","LocalBusiness","Austrian-American Council, New Hampshire","","603-778-4384","PostalAddress","Phillips Exeter Academy 20 Main St.","Exeter","NH","03833","","GeoCoordinates","42.9814050","-70.9520170",,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/5782/austrianamerican-council-new-hampshire"
"5783","Austrian-American Council, New Jersey - Overseas Neighbors/Graz","https://www.usaustrians.com/austrian-companies-in-usa/5783/austrianamerican-council-new-jersey-overseas-neighborsgraz","http://schema.org","LocalBusiness","Austrian-American Council, New Jersey - Overseas Neighbors/Graz","","973-731-1837","PostalAddress","732 Valley Rd.","Montclair","NJ","07043","US","GeoCoordinates","40.7773610","-74.2819510",,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/5783/austrianamerican-council-new-jersey-overseas-neighborsgraz"
"5786","Austrian-American Council, New York","https://www.usaustrians.com/austrian-companies-in-usa/5786/austrianamerican-council-new-york","http://schema.org","LocalBusiness","Austrian-American Council, New York","","212-599-7575","PostalAddress","Olympic Tower, 645 Fifth Avenue, 7th floor","New York","NY","10022","",,,,,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/5786/austrianamerican-council-new-york"
"5768","Austrian-American Society, Hockessin, Delaware","https://www.usaustrians.com/austrian-companies-in-usa/5768/austrianamerican-society-hockessin-delaware","http://schema.org","LocalBusiness","Austrian-American Society, Hockessin, Delaware","","410-392-2510","PostalAddress","303 Valleywood Road","Hockessin","DE","19707","","GeoCoordinates","39.7715855","-75.6964398",,,,"https://www.usaustrians.com/austrian-companies-in-usa/5768/austrianamerican-society-hockessin-delaware"
"5366","Auto Haus, Inc. Peter Ofner","https://www.usaustrians.com/austrian-companies-in-usa/5366/auto-haus-inc-peter-ofner","http://schema.org","LocalBusiness","Auto Haus, Inc. Peter Ofner","","239-261-3600","PostalAddress","499 Airport Pulling Rd. N","Naples","FL","34110","US","GeoCoordinates","26.2727980","-81.7699190","Auto Haus is your full service european car service and sales center, serving the Naples area for over 10 years. We offer full maintenance and repair on all BMW, Mercedes or Porsche models, and sell only the cleanest pre-owned automobiles.sPlease call or come by to see why we can make purchasing or servicing your car a pleasant and friendly experiance.  - The Austrian way!","https://www.usaustrians.com/assets/dynamic_image/bus_logo/cae_logo_81_5366.jpg","[""https://www.facebook.com/autohausofnaples""]","https://www.usaustrians.com/Austrian-enterprises-inUSA/5366/auto-haus-inc-peter-ofner"
"4068","Auxilia Accounting","https://www.usaustrians.com/austrian-companies-in-usa/4068/auxilia-accounting","http://schema.org","LocalBusiness","Auxilia Accounting","","718-795-8984","PostalAddress","637 5th Avenue","Brooklyn","NY","11215","US","GeoCoordinates","40.6630592","-73.9916396","With AUXILIA accounting, I have an excellent business partner, who works side by side with me allowing me to finally focus again on the part of the business.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_4068.png",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/4068/auxilia-accounting"
"4069","AV Stumpfl US Corp.","https://www.usaustrians.com/austrian-companies-in-usa/4069/av-stumpfl-us-corp","http://schema.org","LocalBusiness","AV Stumpfl US Corp.","","678-330-2980","PostalAddress","1055 Windward Ridge Pkwy #180","Alpharetta","GA","30005","US","GeoCoordinates","41.9250323","-87.9568803","AV Stumpfl is an award-winning Austrian company that designs, manufactures and markets a range of high-performance mobile and installation projection","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_4069.png","[""https://www.facebook.com/AVStumpflUSA"",""https://twitter.com/AVStumpflUSA""]","https://www.usaustrians.com/Austrian-enterprises-inUSA/4069/av-stumpfl-us-corp"
"4071","AVL North America, Inc.","https://www.usaustrians.com/austrian-companies-in-usa/4071/avl-north-america-inc","http://schema.org","LocalBusiness","AVL North America, Inc.","","949-707-6051","PostalAddress","25111 Arctic Ocean Drive","Lake Forest","CA","92630","US","GeoCoordinates","42.3856097","-83.5101747","Development of powertrain systems with internal combustion engines, simulation methodologies, instrumentation, and test systems.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_4071.jpg",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/4071/avl-north-america-inc"
"5183","Axess America LLC","https://www.usaustrians.com/austrian-companies-in-usa/5183/axess-america-llc","http://schema.org","LocalBusiness","Axess America LLC","","435-333-5700","PostalAddress","6443 Business Park Loop Road Suite A","Park City","UT","84098","US","GeoCoordinates","40.7435030","-111.5468301","Axess is an international leading manufacturer of ticketing and access management systems. With our factory in Austria and 21 sales and support subsidiaries, we serve our customers all around the world.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_5183.png",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/5183/axess-america-llc"
"4073","Axic, Inc.","https://www.usaustrians.com/austrian-companies-in-usa/4073/axic-inc","http://schema.org","LocalBusiness","Axic, Inc.","","408-980-0240","PostalAddress","891 Ames Ave","Milpitas","CA","95054","US","GeoCoordinates","37.3786147","-121.9434550","AXIC provides thin film solutions enabling low cost, high value XRF and Plasma Systems for ICP, DRIE, PECVD and x-ray metrology.sAXIC has a proven track record of serving the needs of semiconductor, production, pilot line, university, and research facilities since 1980. Our systems are used worldwide for etch and deposition of thin films, plasma surface treatment, plasma cleaning, and x-ray fluorescence (XRF) measurement of metal films and metal film stacks. AXIC offers complete customer support and maintains an applications and demonstration lab for your specific process requirements.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_4073.jpg",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/4073/axic-inc"
"4074","B&R Industrial Automation Corporation","https://www.usaustrians.com/austrian-companies-in-usa/4074/br-industrial-automation-corporation","http://schema.org","LocalBusiness","B&R Industrial Automation Corporation","","770-772-0400","PostalAddress","1325 Northmeadow Parkway","Roswell","GA","30076","US","GeoCoordinates","34.0603087","-84.3150260","B&R's complete integrated solution offers our customers the latest cutting edge technology and competitive advantages to develop next generation machine applications.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_4074.png",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/4074/br-industrial-automation-corporation"
"5404","Bauer Compressors Inc, Virginia Beach","https://www.usaustrians.com/austrian-companies-in-usa/5404/bauer-compressors-inc-virginia-beach","http://schema.org","LocalBusiness","Bauer Compressors Inc, Virginia Beach","","757-339-0440","PostalAddress","2036 Lyndora Road","Virginia Beach","VA","23464","US","GeoCoordinates","36.7783930","-76.1536120","BAUER Compressors - Air Compressor Manufacturer. Innovative designer and manufacturer of high pressure compressors and purification systems.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_5404.jpg",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/5404/bauer-compressors-inc-virginia-beach"
"5284","Baur & Klein P.A.","https://www.usaustrians.com/austrian-companies-in-usa/5284/baur-klein-pa","http://schema.org","LocalBusiness","Baur & Klein P.A.","","305-377-3561","PostalAddress","100 N Biscayne Blvd. 21st Floor, New World Tower","Miami","FL","33132","US","GeoCoordinates","25.7756219","-80.1882208","Baur & Klein, P.A. is a commercial law firm, in existence for 20 years, providing quality legal services to domestic and foreign clientele.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_5284.jpg",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/5284/baur-klein-pa"
"7415","Becker Fine Violins","https://www.usaustrians.com/austrian-companies-in-usa/7415/becker-fine-violins","http://schema.org","LocalBusiness","Becker Fine Violins","","","PostalAddress","28 Third Street","Park Ridge","IL","60068","US","GeoCoordinates","42.0103549","-87.8355360","Since we opened our doors in 1979, our business has been based on service.sOur work practice utilizes traditional, time honored repair and restoration techniques executed to the highest standard.  We specialize in the repair and restoration of historically significant instruments.sWe cater to the needs of serious students and professionals including buying a new instrument, tonal adjustments, and day-to-day repairs.  We also provide routine bow maintenance and repair.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_7415.jpg",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/7415/becker-fine-violins"
"5189","Berndorf Belt Systems USA and Berndorf Belt Technologies, Inc.","https://www.usaustrians.com/austrian-companies-in-usa/5189/berndorf-belt-systems-usa-and-berndorf-belt-technologies-inc","http://schema.org","LocalBusiness","Berndorf Belt Systems USA and Berndorf Belt Technologies, Inc.","","847 841 3300","PostalAddress","Prairie Parkway","Gilberts","IL","60136","US","GeoCoordinates","42.0731108","-88.3390825","Berndorf Band Group’s Steel Belts & Belt Systems are suitable for numerous applications. Learn more about our diverse portfolio and how our products can be part of your production to manufacture high quality products.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_5189.jpg",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/5189/berndorf-belt-systems-usa-and-berndorf-belt-technologies-inc"
"4088","Bioforce USA","https://www.usaustrians.com/austrian-companies-in-usa/4088/bioforce-usa","http://schema.org","LocalBusiness","Bioforce USA","","518-828-9111","PostalAddress","6 Grandinetti Drive","Ghent","NY","12075","US","GeoCoordinates","42.27959","-73.714505","Bioforce USA serves as the operating partner for European natural brands in the US market. The combination of our expertise and infrastructure, with the leading products of our manufacturers, creates a winning approach to the US Market.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_4088.jpg",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/4088/bioforce-usa"
"6126","Biomin America Inc.","https://www.usaustrians.com/austrian-companies-in-usa/6126/biomin-america-inc","http://schema.org","LocalBusiness","Biomin America Inc.","","","PostalAddress","1842 Lockhill-Selma Rd., Suite 102","San Antonio","TX","78213","US","GeoCoordinates","29.5367057","-98.5225592","Animal Nutrition & Health. Our purpose as a company is to create brighter lives for all.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_6126.jpg",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/6126/biomin-america-inc"
"9263","BMC Classics Inc.","https://www.usaustrians.com/austrian-companies-in-usa/9263/bmc-classics-inc","http://schema.org","LocalBusiness","BMC Classics Inc.","","386-314-9010","PostalAddress","120 Sanchez Ave Edgewater","New Smyrna Beach","FL","32132","US","GeoCoordinates","29.0372203","-80.9324578","We have been restoring Healeys for the past 30 years.",,,"https://www.usaustrians.com/Austrian-enterprises-inUSA/9263/bmc-classics-inc"
"3730","Burgenland Bunch","https://www.usaustrians.com/austrian-companies-in-usa/3730/burgenland-bunch","http://schema.org","LocalBusiness","Burgenland Bunch","","717-643-1315","PostalAddress","205 Jopa Rd","Greencastle","PA","17225","US","GeoCoordinates","39.7845844","-77.7199674","Genealogists researching the multi-ethnic heritage of the Burgenland of Austria and adjoining areas of former West Hungary","https://www.usaustrians.com/assets/dynamic_image/bus_logo/cae_logo_81_3730.jpg","[""http://www.facebook.com/#!/group.php?gid=36029799990""]","https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3730/burgenland-bunch"
"3735","Burgenländische Gemeinschaft, New Jersey","https://www.usaustrians.com/austrian-companies-in-usa/3735/burgenl%C3%A4ndische-gemeinschaft-new-jersey","http://schema.org","LocalBusiness","Burgenländische Gemeinschaft, New Jersey","","973-772-2361","PostalAddress","55 Vreeland Avenue","Clifton","NJ","07011","US","GeoCoordinates","40.8840490","-74.1518060","The Burgenländische Gemeinschaft is an association that was established in 1956 with the objective to build a global community of Burgenländers, notably of Burgenländers who emigrated to other European countries, to the U.S.A. or other overseas countries, and to foster their attachment to their homeland.",,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3735/burgenländische-gemeinschaft-new-jersey"
"7178","BUSCHARTER dot NET","https://www.usaustrians.com/austrian-companies-in-usa/7178/buscharter-dot-net","http://schema.org","LocalBusiness","BUSCHARTER dot NET","","305.219.8219","PostalAddress","450 N.E. 91st Street","Miami","FL","33138","","GeoCoordinates","25.8585550","-80.1880230","We offer Miami and Fort Lauderdale airport, seaport services as well as charter bus rentals. We have been serving the Miami & Fort Lauderdale metropolitan area since August 1994. We take pride in our well maintained fleet of clean, comfortable vans, minibuses, and motorcoaches. Find out for yourself why people throughout the world have put their trust in us for more then ten years. ","https://www.usaustrians.com/assets/dynamic_image/bus_logo/cae_logo_81_7178.gif",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/7178/buscharter-dot-net"
"4110","CableRunner North America LLC","https://www.usaustrians.com/austrian-companies-in-usa/4110/cablerunner-north-america-llc","http://schema.org","LocalBusiness","CableRunner North America LLC","","703 960 4775","PostalAddress","543 NW 77 Street, Suite 220","Boca Raton","FL","33487","US","GeoCoordinates","26.4181860","-80.0925920","Fiber Optic Networks. The CableRunner technology is proven and internationally certified. With the CableRunner technology, fiber optic networks have been built in major cities worldwide.",,,"https://www.usaustrians.com/Austrian-enterprises-inUSA/4110/cablerunner-north-america-llc"
"7414","CapCat Music INC","https://www.usaustrians.com/austrian-companies-in-usa/7414/capcat-music-inc","http://schema.org","LocalBusiness","CapCat Music INC","","707-280-1270","PostalAddress","","Nashville","TN","","US","GeoCoordinates","38.1014225","-122.2547237","Train the Musical Mind. Austrian Ariane Cap (‘Ari’) is a bassist, pianist, educator, author, blogger, writer, and composer living in Nashville. Ariane is an online teaching personality with a thriving blog, bass courses, and webinars that draw a loyal following.",,,"https://www.usaustrians.com/Austrian-enterprises-inUSA/7414/capcat-music-inc"
"5288","Cargo Partner Network, Inc.","https://www.usaustrians.com/austrian-companies-in-usa/5288/cargo-partner-network-inc","http://schema.org","LocalBusiness","Cargo Partner Network, Inc.","","718-632-7500","PostalAddress","248-29 Brookville Blvd.","Rosedale","NY","11422","","GeoCoordinates","40.6384575","-73.7417536","cargo-partner – your perfect provider of transportation and logistics servicessBeing an independent transport logistics provider, cargo-partner has pursued a very clear strategy since the incorporation of the company in 1983. One the one side, our goal was to establish a strong and reliable network for our clients. On the other side, we strived for worldwide cooperation with other independent partners who are market leaders in their respective countries.sWhile we continue operating in the sea and air freight business as strongly as ever, we are also offering perfect road and logistics solutions. As of today, cargo-partner provides a continuous logistics supply chain that leaves no area in Europe or Overseas uncovered.sThanks to our sound financial base we are able to approach even the largest and most complex of projects with confidence and ease.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/cae_logo_81_5288.jpg",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/5288/cargo-partner-network-inc"
"5424","Center Austria","https://www.usaustrians.com/austrian-companies-in-usa/5424/center-austria","http://schema.org","LocalBusiness","Center Austria","","504.280.3223","PostalAddress","2000 Lakeshore Drive","New Orleans","LA","70148","US","GeoCoordinates","30.0324299","-90.0700546","The Austrian Marshall Plan Center for European Studies is a premier research center in the Gulf South focusing on the history, politics, and societies of Austria and Europe. It enables faculty, students, and knowledge transfer between New Orleans and Austria.",,,"https://www.usaustrians.com/Austrian-enterprises-inUSA/5424/center-austria"
"3883","Center for Austrian Studies","https://www.usaustrians.com/austrian-companies-in-usa/3883/center-for-austrian-studies","http://schema.org","LocalBusiness","Center for Austrian Studies","","612-624-9811","PostalAddress","314 Social Science Building","Minnesota","MN","55455","US","GeoCoordinates","44.9714677","-93.2429234","Center for Austrian Studies. The Western Hemisphere's oldest and best-known research center investigating the past, present, and future of Central Europe with a specific focus on Austria and the successor states of the Habsburg Empire.",,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3883/center-for-austrian-studies"
"9397","CK-Architecture","https://www.usaustrians.com/austrian-companies-in-usa/9397/ckarchitecture","http://schema.org","LocalBusiness","CK-Architecture","","323-610-4947","PostalAddress","639 S. Spring St., Ste 4A","Los Angeles","Ca","90014","","GeoCoordinates","34.0450195","-118.2520176","CK-Architecture, lead by Christoph Kapeller, AIA, is an internationally celebrated design practice based in Los Angeles dedicated to improving the quality of life through socially responsible, inspirational and technologically advanced design interventions. In little over twenty years, principal Christoph Kapeller, AIA has developed design and building expertise in places as diverse as Norway, Europe, Egypt and the United States. The work of firm principal Christoph Kapeller, AIA, has been widely recognized for its iconic power and capacity to provide profound spatial experiences. In the words of architecture critic Richard Ingersoll, the new library in Alexandria, Egypt, designed and implemented by Christoph Kapeller (in his capacity as founding partner of Snøhetta and project director for the Bibliotheca Alexandrina) is “ingeniously planned and impeccably assembled”.sCK-Architecture is a design oriented firm of relatively small size that benefits their clients by guaranteeing intensive participation of the founding principal in all stages of the work with the capacity to accomplish the results of much larger firms through strategic alliances developed during twenty years of practice. It is CK-Architecture's expressed mission to define architecture as a vehicle that delivers world-class design solutions that fully satisfy the client's aspirations and founded on the beliefs that the attitude, experience and attention brought to each design challenge is equally important regardless of its scope, and more importantly, that the solution should be equally satisfying at humanistic, functional, technical and economic levels.sCK-Architecture's has extensive experience in design within campus contexts during recent years, including the newly completed Robert H. Timme FAIA Graduate Research Center at the USC School of Architecture that has been unanimously admired by university stakeholders, students and architecture faculty alike. Despite the firm's extensive experience with research libraries, CK-Architecture has chosen not to specialize in any one specific building type. The firm has been engaged in numerous projects at pre-design and programming stages and has successfully assisted fundraising efforts.sAt the urban scale, CK-Architecture's efforts benefit from the multi-cultural experience of Christoph Kapeller in Europe, Scandinavia, the Middle East and the United States. CK-Architecture advocates for a multi-disciplinary urban design approach in collaborations including planners, landscape architects, artists, sustainability engineers and other specialty consultants.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/cae_logo_81_9397.jpg","[""http://bit.ly/8cl.Kzf"",""CKArchitecture1""]","https://www.usaustrians.com/Austrian-enterprises-inUSA/9397/ckarchitecture"
"3743","Club Schönbrunn","https://www.usaustrians.com/austrian-companies-in-usa/3743/club-sch%C3%B6nbrunn","http://schema.org","LocalBusiness","Club Schönbrunn","","504-885-8987","PostalAddress","5800 Virginia Place","Metairie","LA","70003","","GeoCoordinates","30.0272630","-90.2136380","Club Schoenbrunn is a social club in Metairie, Lousiana for Austrians and people with interest in Austria. We meet 4 times a year. Please call Elisabeth Huber (president) for more information.",,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3743/club-schönbrunn"
"7531","CME Plastics Inc.","https://www.usaustrians.com/austrian-companies-in-usa/7531/cme-plastics-inc","http://schema.org","LocalBusiness","CME Plastics Inc.","","517-456-7722","PostalAddress","3820 East Michigan Ave.","Clinton","MI","49236","","GeoCoordinates","42.0786040","-83.9595949","CME plastics Inc. produces and engineers plastic molds for the corrugated pipe industry. We also build are own style of corrugators as well as rebuild other brands. CME Plastics and produce molds up to 625mm and all the way down to 3mm Diameter.",,,"https://www.usaustrians.com/Austrian-enterprises-inUSA/7531/cme-plastics-inc"
"5452","Cultural Care Au Pair","https://www.usaustrians.com/austrian-companies-in-usa/5452/cultural-care-au-pair","http://schema.org","LocalBusiness","Cultural Care Au Pair","","860-651-1855","PostalAddress","42 Red Stone Drive","Weatogue","CT","06089","US","GeoCoordinates","41.8309600","-72.8314560","My name is Maria Calabro and I am a Local Childcare Coordinator for Cultural Care Au Pair.sI am originally from Austria and came as an au pair to CT in 1986. I truly love the Cultural Care Au Pair program for its unique take on international exchange and childcare",,,"https://www.usaustrians.com/Austrian-enterprises-inUSA/5452/cultural-care-au-pair"
"9376","Deutsche Sprachschule New York","https://www.usaustrians.com/austrian-companies-in-usa/9376/deutsche-sprachschule-new-york","http://schema.org","LocalBusiness","Deutsche Sprachschule New York","","646 251 9952","PostalAddress","In the United Nations International School","New York","NY","10010","US","GeoCoordinates","40.7403452","-73.8997437","We offer classes for children from preschool through high school. For adults, we offer classes for beginners, intermediate and advanced students.",,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/9376/deutsche-sprachschule-new-york"
"7845","DI Bernhard Stocker, LEED AP","https://www.usaustrians.com/austrian-companies-in-usa/7845/di-bernhard-stocker-leed-ap","http://schema.org","LocalBusiness","DI Bernhard Stocker, LEED AP","","347 5318393","PostalAddress","133 seaman ave 5G","new york","NY","10034","US","GeoCoordinates","40.8687010","-73.9226110","As a seasoned Senior Executive, Architect, and Designer with extensive experience in the development, design, project management, and construction of large-scale, mixed-use real estate projects.",,,"https://www.usaustrians.com/Austrian-enterprises-inUSA/7845/di-bernhard-stocker-leed-ap"
"5200","Doka USA Ltd.","https://www.usaustrians.com/austrian-companies-in-usa/5200/doka-usa-ltd","http://schema.org","LocalBusiness","Doka USA Ltd.","","201 329 7839","PostalAddress","Little Ferry","Riverside","NJ","07643","US","GeoCoordinates","33.9571480","-117.4444580","Doka is one of the world leaders in developing, manufacturing and distributing formwork technology for use in all fields of the construction sector. With more than 160 sales and logistics facilities in over 70 countries, the Doka Group has a highly efficient distribution network which ensures that equipment and technical support are provided swiftly and professionally. An enterprise forming part of the Umdasch Group, the Doka Group employs a worldwide workforce of more than 6000. sFor Safe Efficient Forming Solutions, Call the Experts:
USA: 877-Doka-USA
Canada: 403-243-6629",,"[""https://www.facebook.com/pg/DokaNorthAmerica"",""https://twitter.com/doka_com"",""https://www.youtube.com/user/doka""]","https://www.usaustrians.com/Austrian-enterprises-inUSA/5200/doka-usa-ltd"
"4519","Dr. Sauer Group","https://www.usaustrians.com/austrian-companies-in-usa/4519/dr-sauer-group","http://schema.org","LocalBusiness","Dr. Sauer Group","","703-707-0700","PostalAddress","560 Herndon Pkw, Ste. 310","Herndon","VA","20170","US","GeoCoordinates","38.9553320","-77.3826130","The leading tunnel and ground engineering consultancy, delivering practical and sustainable solutions",,,"https://www.usaustrians.com/Austrian-enterprises-inUSA/4519/dr-sauer-group"
